Interrupción;Elemento;Fecha Salida;Fecha Entrada;Causa;Minutos Fuera;Sistema;Hora de Salida;Hora de Entrada;Nivel;Kva;Clientes;Circuito;Nombre Circuito
4.44979E+14;6851;6/6/2020;6/6/2020;106;0;SIG;3:25:00 p. m.;3:25:00 p. m.;1;19518.72;12038.016;6851;ABEJA
1.21778E+15;18751;6/6/2020;6/6/2020;204;0;SIG;3:04:00 p. m.;3:04:00 p. m.;1;8164.08;4221.696;18751;TORTUGA
1.43747E+15;22134;6/6/2020;6/6/2020;106;0;SIG;2:13:00 p. m.;2:13:00 p. m.;1;14382.912;9055.008;22134;ZORRO
1.43968E+15;22168;6/6/2020;6/6/2020;106;0;SIG;2:22:00 p. m.;2:22:00 p. m.;1;2748.96;1451.76;22168;HERA
1.66269E+15;25602;6/6/2020;6/6/2020;106;0;SIG;2:45:00 p. m.;2:45:00 p. m.;1;23564.88;4378.464;25602;VACA
1.99058E+15;30651;6/6/2020;6/6/2020;101;5;SIG;7:53:00 a. m.;7:58:00 a. m.;1;22787.664;3829.776;30651;SUVA
3.31317E+15;51017;6/6/2020;6/6/2020;403;6;SIG;5:20:00 p. m.;5:26:00 p. m.;1;4046.16;3742.56;51017;NEW YORK
3.31427E+15;51034;6/6/2020;6/6/2020;204;6;SIG;5:20:00 p. m.;5:26:00 p. m.;1;9775.92;7285.296;51034;ISIS
1.32598E+15;20417;7/6/2020;7/6/2020;106;0;SIG;4:10:00 p. m.;4:10:00 p. m.;1;3361.68;1756.464;20417;MANCHESTER
1.43749E+15;22134;7/6/2020;7/6/2020;409;6;SIG;5:16:00 p. m.;5:22:00 p. m.;1;14382.912;9055.008;22134;ZORRO
1.43969E+15;22168;7/6/2020;7/6/2020;409;6;SIG;5:16:00 p. m.;5:22:00 p. m.;1;2748.96;1451.76;22168;HERA
1.55009E+15;23868;7/6/2020;7/6/2020;307;3;SIG;3:46:00 p. m.;3:49:00 p. m.;1;29131.248;5294.784;23868;BARCELONA
1.99169E+15;30668;7/6/2020;7/6/2020;106;0;SIG;7:44:00 p. m.;7:44:00 p. m.;1;18497.52;4459.056;30668;FERRARI
2.43219E+15;37451;7/6/2020;7/6/2020;101;5;SIG;5:16:00 p. m.;5:21:00 p. m.;1;3090.096;832.416;37451;JUNO
2.98419E+15;45951;7/6/2020;7/6/2020;209;127;SIG;2:29:00 p. m.;4:36:00 p. m.;1;18999.84;1994.928;45951;HADES
1.99171E+15;30668;8/6/2020;8/6/2020;306;2;SIG;12:12:00 a. m.;12:14:00 a. m.;1;18497.52;4459.056;30668;FERRARI
1.99171E+15;30668;8/6/2020;8/6/2020;106;0;SIG;7:07:00 a. m.;7:07:00 a. m.;1;18497.52;4459.056;30668;FERRARI
2.98531E+15;45968;8/6/2020;8/6/2020;214;49;SIG;7:14:00 a. m.;8:03:00 a. m.;1;32972.064;3361.68;45968;MAAT
2.98531E+15;45968;8/6/2020;8/6/2020;307;2;SIG;8:50:00 a. m.;8:52:00 a. m.;1;32972.064;3361.68;45968;MAAT
7.76212E+14;11951;9/6/2020;9/6/2020;306;23;SIG;8:36:00 a. m.;8:59:00 a. m.;1;2337.168;960.48;11951;VENADO
7.76212E+14;11951;9/6/2020;9/6/2020;107;0;SIG;2:16:00 p. m.;2:16:00 p. m.;1;2337.168;960.48;11951;VENADO
7.76212E+14;11951;9/6/2020;9/6/2020;107;0;SIG;3:35:00 p. m.;3:35:00 p. m.;1;2337.168;960.48;11951;VENADO
7.76212E+14;11951;9/6/2020;9/6/2020;306;21;SIG;4:56:00 p. m.;5:17:00 p. m.;1;2337.168;960.48;11951;VENADO
1.2156E+15;18717;9/6/2020;9/6/2020;217;56;SIG;4:51:00 a. m.;5:47:00 a. m.;1;27139.632;11164.752;18717;ANACONDA
1.43751E+15;22134;9/6/2020;9/6/2020;409;5;SIG;12:59:00 a. m.;1:04:00 a. m.;1;14382.912;9055.008;22134;ZORRO
1.43972E+15;22168;9/6/2020;9/6/2020;409;5;SIG;12:59:00 a. m.;1:04:00 a. m.;1;2748.96;1451.76;22168;HERA
2.43221E+15;37451;9/6/2020;9/6/2020;101;5;SIG;12:59:00 a. m.;1:04:00 a. m.;1;3090.096;832.416;37451;JUNO
7.77327E+14;11968;10/6/2020;10/6/2020;204;0;SIG;2:27:00 p. m.;2:27:00 p. m.;1;18992.112;7782.096;11968;PALOMA
1.21672E+15;18734;10/6/2020;10/6/2020;204;0;SIG;3:46:00 p. m.;3:46:00 p. m.;1;23477.664;10428.384;18734;FREYA
1.21782E+15;18751;10/6/2020;10/6/2020;106;0;SIG;11:18:00 a. m.;11:18:00 a. m.;1;8164.08;4221.696;18751;TORTUGA
1.55013E+15;23868;10/6/2020;10/6/2020;106;0;SIG;12:14:00 p. m.;12:14:00 p. m.;1;29131.248;5294.784;23868;BARCELONA
1.55013E+15;23868;10/6/2020;10/6/2020;106;0;SIG;1:17:00 p. m.;1:17:00 p. m.;1;29131.248;5294.784;23868;BARCELONA
1.55013E+15;23868;10/6/2020;10/6/2020;106;0;SIG;11:34:00 p. m.;11:34:00 p. m.;1;29131.248;5294.784;23868;BARCELONA
1.65832E+15;25534;10/6/2020;10/6/2020;101;5;SIG;4:44:00 p. m.;4:49:00 p. m.;1;18713.904;2734.608;25534;OTTAWA
1.99283E+15;30685;10/6/2020;10/6/2020;106;0;SIG;8:16:00 a. m.;8:16:00 a. m.;1;41235.504;3036;30685;HERMES
2.98422E+15;45951;10/6/2020;10/6/2020;408;0;SIG;12:14:00 p. m.;12:14:00 p. m.;1;18999.84;1994.928;45951;HADES
2.98422E+15;45951;10/6/2020;10/6/2020;408;0;SIG;1:17:00 p. m.;1:17:00 p. m.;1;18999.84;1994.928;45951;HADES
2.98422E+15;45951;10/6/2020;10/6/2020;408;0;SIG;11:34:00 p. m.;11:34:00 p. m.;1;18999.84;1994.928;45951;HADES
3.10125E+15;47753;10/6/2020;10/6/2020;101;7;SIG;7:30:00 p. m.;7:37:00 p. m.;1;#¡VALOR!;0;47753;TONATIUH
2.2313E+14;3434;11/6/2020;11/6/2020;108;77;SIG;1:42:00 p. m.;2:59:00 p. m.;1;17197.008;3431.232;3434;KOALA
3.32426E+14;5117;11/6/2020;11/6/2020;204;0;SIG;1:36:00 p. m.;1:36:00 p. m.;1;13971.12;322.368;5117;CUPIDO
7.82858E+14;12053;11/6/2020;11/6/2020;106;0;SIG;5:15:00 a. m.;5:15:00 a. m.;1;2561.28;1550.016;12053;TIBURON
1.10523E+15;17017;11/6/2020;11/6/2020;204;0;SIG;1:36:00 p. m.;1:36:00 p. m.;1;1705.68;27.6;17017;SEUL
1.10633E+15;17034;11/6/2020;11/6/2020;204;0;SIG;1:36:00 p. m.;1:36:00 p. m.;1;16021.248;2232.288;17034;BRUSELAS
1.65723E+15;25517;11/6/2020;11/6/2020;108;9;SIG;10:28:00 a. m.;10:37:00 a. m.;1;18425.76;951.648;25517;RATON
1.99063E+15;30651;11/6/2020;11/6/2020;213;9;SIG;3:18:00 p. m.;3:27:00 p. m.;1;22787.664;3829.776;30651;SUVA
1.99174E+15;30668;11/6/2020;11/6/2020;213;97;SIG;3:18:00 p. m.;4:55:00 p. m.;1;18497.52;4459.056;30668;FERRARI
1.99174E+15;30668;11/6/2020;11/6/2020;407;4;SIG;7:13:00 p. m.;7:17:00 p. m.;1;18497.52;4459.056;30668;FERRARI
1.99284E+15;30685;11/6/2020;11/6/2020;307;1;SIG;3:56:00 p. m.;3:57:00 p. m.;1;41235.504;3036;30685;HERMES
1.16053E+14;1785;12/6/2020;12/6/2020;106;0;SIG;3:18:00 a. m.;3:18:00 a. m.;1;21104.064;6961.824;1785;AVE
4.48357E+14;6902;12/6/2020;12/6/2020;101;6;SIG;1:23:00 p. m.;1:29:00 p. m.;1;8761.344;2450.88;6902;RIGA
5.57653E+14;8585;12/6/2020;12/6/2020;204;0;SIG;12:04:00 p. m.;12:04:00 p. m.;1;6578.736;3473.184;8585;BERLIN
7.77349E+14;11968;12/6/2020;12/6/2020;106;0;SIG;8:03:00 a. m.;8:03:00 a. m.;1;18992.112;7782.096;11968;PALOMA
7.82869E+14;12053;12/6/2020;12/6/2020;214;47;SIG;6:19:00 a. m.;7:06:00 a. m.;1;2561.28;1550.016;12053;TIBURON
7.82869E+14;12053;12/6/2020;12/6/2020;307;5;SIG;8:03:00 p. m.;8:08:00 p. m.;1;2561.28;1550.016;12053;TIBURON
8.85541E+14;13634;12/6/2020;12/6/2020;204;0;SIG;5:35:00 p. m.;5:35:00 p. m.;1;11187.936;4392.816;13634;THOR
8.85541E+14;13634;12/6/2020;12/6/2020;306;27;SIG;8:59:00 p. m.;9:26:00 p. m.;1;11187.936;4392.816;13634;THOR
1.32604E+15;20417;12/6/2020;12/6/2020;409;8;SIG;7:30:00 p. m.;7:38:00 p. m.;1;3361.68;1756.464;20417;MANCHESTER
1.43754E+15;22134;12/6/2020;12/6/2020;409;7;SIG;7:30:00 p. m.;7:37:00 p. m.;1;14382.912;9055.008;22134;ZORRO
1.43975E+15;22168;12/6/2020;12/6/2020;409;8;SIG;7:30:00 p. m.;7:38:00 p. m.;1;2748.96;1451.76;22168;HERA
2.43225E+15;37451;12/6/2020;12/6/2020;101;5;SIG;7:30:00 p. m.;7:35:00 p. m.;1;3090.096;832.416;37451;JUNO
3.09685E+15;47685;12/6/2020;12/6/2020;408;0;SIG;3:18:00 a. m.;3:18:00 a. m.;1;#¡VALOR!;0;47685;TIGRE
1.12752E+14;1734;13/6/2020;13/6/2020;106;0;SIG;11:14:00 a. m.;11:14:00 a. m.;1;5967.12;5285.952;1734;SYR
1.55017E+15;23868;14/6/2020;14/6/2020;106;0;SIG;6:06:00 a. m.;6:06:00 a. m.;1;29131.248;5294.784;23868;BARCELONA
1.55017E+15;23868;14/6/2020;14/6/2020;106;0;SIG;8:38:00 a. m.;8:38:00 a. m.;1;29131.248;5294.784;23868;BARCELONA
2.87387E+15;44251;14/6/2020;14/6/2020;106;0;SIG;1:43:00 p. m.;1:43:00 p. m.;1;3829.776;1409.808;44251;HIPOPOTAMO
1.16086E+14;1785;15/6/2020;15/6/2020;106;0;SIG;11:57:00 a. m.;11:57:00 a. m.;1;21104.064;6961.824;1785;AVE
3.40198E+14;5236;15/6/2020;15/6/2020;403;16;SIG;11:57:00 a. m.;12:13:00 p. m.;1;#¡VALOR!;0;5236;SERPIENTE
3.41302E+14;5253;15/6/2020;15/6/2020;214;8;SIG;8:19:00 a. m.;8:27:00 a. m.;1;26074.272;1588.656;5253;VILNA
8.87782E+14;13668;15/6/2020;15/6/2020;106;0;SIG;6:30:00 a. m.;6:30:00 a. m.;1;8038.224;3448.896;13668;HERCULES
2.43117E+15;37434;15/6/2020;15/6/2020;101;6;SIG;11:54:00 a. m.;12:00:00 p. m.;1;20026.56;47.472;37434;CERDO
2.87609E+15;44285;15/6/2020;15/6/2020;209;48;SIG;11:57:00 a. m.;12:45:00 p. m.;1;4826.688;1552.224;44285;PERRO
3.09689E+15;47685;15/6/2020;15/6/2020;408;0;SIG;11:57:00 a. m.;11:57:00 a. m.;1;#¡VALOR!;0;47685;TIGRE
3.31327E+15;51017;15/6/2020;15/6/2020;204;5;SIG;3:16:00 p. m.;3:21:00 p. m.;1;4046.16;3742.56;51017;NEW YORK
3.31327E+15;51017;15/6/2020;15/6/2020;204;3;SIG;5:52:00 p. m.;5:55:00 p. m.;1;4046.16;3742.56;51017;NEW YORK
3.31327E+15;51017;15/6/2020;15/6/2020;307;9;SIG;8:07:00 p. m.;8:16:00 p. m.;1;4046.16;3742.56;51017;NEW YORK
3.31437E+15;51034;15/6/2020;15/6/2020;204;5;SIG;3:16:00 p. m.;3:21:00 p. m.;1;9775.92;7285.296;51034;ISIS
3.31437E+15;51034;15/6/2020;15/6/2020;307;3;SIG;5:52:00 p. m.;5:55:00 p. m.;1;9775.92;7285.296;51034;ISIS
3.31437E+15;51034;15/6/2020;15/6/2020;307;9;SIG;8:07:00 p. m.;8:16:00 p. m.;1;9775.92;7285.296;51034;ISIS
7.80705E+14;12019;16/6/2020;16/6/2020;204;0;SIG;2:03:00 p. m.;2:03:00 p. m.;1;5111.52;1315.968;12019;LEON
1.99069E+15;30651;16/6/2020;16/6/2020;101;67;SIG;10:00:00 a. m.;11:07:00 a. m.;1;22787.664;3829.776;30651;SUVA
1.99069E+15;30651;16/6/2020;16/6/2020;106;0;SIG;3:12:00 p. m.;3:12:00 p. m.;1;22787.664;3829.776;30651;SUVA
5.54396E+14;8534;17/6/2020;17/6/2020;305;3;SIG;11:42:00 p. m.;11:45:00 p. m.;1;9218.4;3223.68;8534;CAMALEON
2.76129E+15;42517;17/6/2020;17/6/2020;214;14;SIG;8:22:00 a. m.;8:36:00 a. m.;1;33305.472;2160.528;42517;ANUBIS
2.7624E+15;42534;17/6/2020;17/6/2020;214;17;SIG;8:22:00 a. m.;8:39:00 a. m.;1;16646.112;2509.392;42534;DANGO
2.7624E+15;42534;17/6/2020;17/6/2020;307;5;SIG;11:13:00 a. m.;11:18:00 a. m.;1;16646.112;2509.392;42534;DANGO
3.31329E+15;51017;17/6/2020;17/6/2020;403;0;SIG;1:15:00 a. m.;1:15:00 a. m.;1;4046.16;3742.56;51017;NEW YORK
3.3144E+15;51034;17/6/2020;17/6/2020;201;0;SIG;1:15:00 a. m.;1:15:00 a. m.;1;9775.92;7285.296;51034;ISIS
4.49527E+14;6919;18/6/2020;18/6/2020;106;0;SIG;3:05:00 p. m.;3:05:00 p. m.;1;17835.12;6262.992;6919;ATENAS
5.54407E+14;8534;18/6/2020;18/6/2020;305;22;SIG;7:46:00 a. m.;8:08:00 a. m.;1;9218.4;3223.68;8534;CAMALEON
5.54407E+14;8534;18/6/2020;18/6/2020;305;4;SIG;11:11:00 p. m.;11:15:00 p. m.;1;9218.4;3223.68;8534;CAMALEON
5.56615E+14;8568;18/6/2020;18/6/2020;305;5;SIG;8:13:00 a. m.;8:18:00 a. m.;1;9950.352;2639.664;8568;ZEUS
3.10134E+15;47753;18/6/2020;18/6/2020;101;13;SIG;12:15:00 p. m.;12:28:00 p. m.;1;#¡VALOR!;0;47753;TONATIUH
5.54418E+14;8534;19/6/2020;19/6/2020;305;4;SIG;10:57:00 p. m.;11:01:00 p. m.;1;9218.4;3223.68;8534;CAMALEON
7.74114E+14;11917;19/6/2020;19/6/2020;106;0;SIG;5:46:00 a. m.;5:46:00 a. m.;1;10300.32;8784.528;11917;ROMA
7.7853E+14;11985;19/6/2020;19/6/2020;305;4;SIG;10:57:00 p. m.;11:01:00 p. m.;1;7521.552;2087.664;11985;MADRID
1.32611E+15;20417;19/6/2020;19/6/2020;106;0;SIG;5:57:00 a. m.;5:57:00 a. m.;1;3361.68;1756.464;20417;MANCHESTER
2.99095E+15;46053;19/6/2020;19/6/2020;106;0;SIG;7:04:00 a. m.;7:04:00 a. m.;1;69586.224;3244.656;46053;ATENEA
5.53325E+14;8517;20/6/2020;20/6/2020;107;1;SIG;2:40:00 a. m.;2:41:00 a. m.;1;22753.44;3620.016;8517;BALLENA
5.54429E+14;8534;20/6/2020;20/6/2020;305;5;SIG;10:30:00 p. m.;10:35:00 p. m.;1;9218.4;3223.68;8534;CAMALEON
7.78541E+14;11985;20/6/2020;20/6/2020;305;5;SIG;10:30:00 p. m.;10:35:00 p. m.;1;7521.552;2087.664;11985;MADRID
1.99073E+15;30651;20/6/2020;20/6/2020;101;5;SIG;2:45:00 a. m.;2:50:00 a. m.;1;22787.664;3829.776;30651;SUVA
5.54441E+14;8534;21/6/2020;21/6/2020;305;3;SIG;10:47:00 p. m.;10:50:00 p. m.;1;9218.4;3223.68;8534;CAMALEON
5.56649E+14;8568;21/6/2020;21/6/2020;305;2;SIG;10:48:00 p. m.;10:50:00 p. m.;1;9950.352;2639.664;8568;ZEUS
7.82969E+14;12053;21/6/2020;21/6/2020;106;0;SIG;5:13:00 a. m.;5:13:00 a. m.;1;2561.28;1550.016;12053;TIBURON
1.00156E+15;15419;21/6/2020;21/6/2020;106;0;SIG;4:29:00 p. m.;4:29:00 p. m.;1;13228.128;2822.928;15419;MIAMI
1.54914E+15;23851;21/6/2020;21/6/2020;409;8;SIG;6:52:00 a. m.;7:00:00 a. m.;1;0;0;23851;DELFIN
1.55025E+15;23868;21/6/2020;21/6/2020;409;8;SIG;6:52:00 a. m.;7:00:00 a. m.;1;29131.248;5294.784;23868;BARCELONA
1.55135E+15;23885;21/6/2020;21/6/2020;409;7;SIG;6:52:00 a. m.;6:59:00 a. m.;1;19747.248;4514.256;23885;ODIN
1.55246E+15;23902;21/6/2020;21/6/2020;106;0;SIG;1:51:00 a. m.;1:51:00 a. m.;1;6547.824;292.56;23902;AMAZONAS
1.55246E+15;23902;21/6/2020;21/6/2020;409;8;SIG;6:52:00 a. m.;7:00:00 a. m.;1;6547.824;292.56;23902;AMAZONAS
1.65844E+15;25534;21/6/2020;21/6/2020;106;0;SIG;4:03:00 a. m.;4:03:00 a. m.;1;18713.904;2734.608;25534;OTTAWA
2.98766E+15;46002;21/6/2020;21/6/2020;101;6;SIG;6:52:00 a. m.;6:58:00 a. m.;1;4357.488;416.208;46002;ATACAMA
1.16164E+14;1785;22/6/2020;22/6/2020;106;0;SIG;8:18:00 p. m.;8:18:00 p. m.;1;21104.064;6961.824;1785;AVE
1.32615E+15;20417;22/6/2020;22/6/2020;408;0;SIG;2:40:00 a. m.;2:40:00 a. m.;1;3361.68;1756.464;20417;MANCHESTER
1.43986E+15;22168;22/6/2020;22/6/2020;408;0;SIG;2:40:00 a. m.;2:40:00 a. m.;1;2748.96;1451.76;22168;HERA
1.55247E+15;23902;22/6/2020;22/6/2020;306;2;SIG;3:06:00 a. m.;3:08:00 a. m.;1;6547.824;292.56;23902;AMAZONAS
1.17279E+14;1802;23/6/2020;23/6/2020;219;5;SIG;9:32:00 a. m.;9:37:00 a. m.;1;4609.2;2104.224;1802;BALDER
1.18383E+14;1819;23/6/2020;23/6/2020;219;5;SIG;9:32:00 a. m.;9:37:00 a. m.;1;6593.088;6060.96;1819;CONEJO
8.87871E+14;13668;23/6/2020;23/6/2020;219;5;SIG;9:32:00 a. m.;9:37:00 a. m.;1;8038.224;3448.896;13668;HERCULES
1.43766E+15;22134;23/6/2020;23/6/2020;106;0;SIG;5:43:00 a. m.;5:43:00 a. m.;1;14382.912;9055.008;22134;ZORRO
1.43987E+15;22168;23/6/2020;23/6/2020;408;0;SIG;11:23:00 a. m.;11:23:00 a. m.;1;2748.96;1451.76;22168;HERA
2.43237E+15;37451;23/6/2020;23/6/2020;305;5;SIG;8:40:00 p. m.;8:45:00 p. m.;1;3090.096;832.416;37451;JUNO
2.76246E+15;42534;23/6/2020;23/6/2020;106;0;SIG;11:23:00 a. m.;11:23:00 a. m.;1;16646.112;2509.392;42534;DANGO
1.16186E+14;1785;24/6/2020;24/6/2020;107;2;SIG;7:47:00 a. m.;7:49:00 a. m.;1;21104.064;6961.824;1785;AVE
1.16186E+14;1785;24/6/2020;24/6/2020;207;42;SIG;10:43:00 a. m.;11:25:00 a. m.;1;21104.064;6961.824;1785;AVE
7.76378E+14;11951;24/6/2020;24/6/2020;107;0;SIG;4:56:00 p. m.;4:56:00 p. m.;1;2337.168;960.48;11951;VENADO
7.76378E+14;11951;24/6/2020;24/6/2020;306;3;SIG;4:58:00 p. m.;5:01:00 p. m.;1;2337.168;960.48;11951;VENADO
9.96074E+14;15334;24/6/2020;24/6/2020;305;6;SIG;7:39:00 a. m.;7:45:00 a. m.;1;7872.624;919.632;15334;COCODRILO
1.32617E+15;20417;24/6/2020;24/6/2020;408;0;SIG;10:20:00 a. m.;10:20:00 a. m.;1;3361.68;1756.464;20417;MANCHESTER
1.43988E+15;22168;24/6/2020;24/6/2020;408;0;SIG;10:20:00 a. m.;10:20:00 a. m.;1;2748.96;1451.76;22168;HERA
3.09699E+15;47685;24/6/2020;24/6/2020;402;2;SIG;7:47:00 a. m.;7:49:00 a. m.;1;#¡VALOR!;0;47685;TIGRE
3.09699E+15;47685;24/6/2020;24/6/2020;403;16;SIG;10:43:00 a. m.;10:59:00 a. m.;1;#¡VALOR!;0;47685;TIGRE
1.16197E+14;1785;25/6/2020;25/6/2020;101;10;SIG;6:50:00 a. m.;7:00:00 a. m.;1;21104.064;6961.824;1785;AVE
1.21909E+15;18768;25/6/2020;25/6/2020;106;0;SIG;11:14:00 a. m.;11:14:00 a. m.;1;19176.48;2984.112;18768;MERCURIO
1.76778E+15;27217;25/6/2020;25/6/2020;408;0;SIG;11:14:00 a. m.;11:14:00 a. m.;1;3251.28;824.688;27217;PANDA
2.99101E+15;46053;25/6/2020;25/6/2020;106;0;SIG;11:14:00 a. m.;11:14:00 a. m.;1;69586.224;3244.656;46053;ATENEA
3.097E+15;47685;25/6/2020;25/6/2020;409;10;SIG;6:50:00 a. m.;7:00:00 a. m.;1;#¡VALOR!;0;47685;TIGRE
1.11792E+14;1717;26/6/2020;26/6/2020;101;5;SIG;2:28:00 p. m.;2:33:00 p. m.;1;4095.84;2736.816;1717;ESCARABAJO
1.1065E+15;17034;26/6/2020;26/6/2020;305;43;SIG;8:03:00 a. m.;8:46:00 a. m.;1;16021.248;2232.288;17034;BRUSELAS
1.76779E+15;27217;26/6/2020;26/6/2020;408;0;SIG;8:51:00 p. m.;8:51:00 p. m.;1;3251.28;824.688;27217;PANDA
7.77515E+14;11968;27/6/2020;27/6/2020;106;0;SIG;12:35:00 p. m.;12:35:00 p. m.;1;18992.112;7782.096;11968;PALOMA
1.6574E+15;25517;27/6/2020;27/6/2020;106;0;SIG;6:10:00 a. m.;6:10:00 a. m.;1;18425.76;951.648;25517;RATON
1.99191E+15;30668;27/6/2020;27/6/2020;408;0;SIG;5:43:00 a. m.;5:43:00 a. m.;1;18497.52;4459.056;30668;FERRARI
1.99302E+15;30685;27/6/2020;27/6/2020;108;57;SIG;5:33:00 p. m.;6:30:00 p. m.;1;41235.504;3036;30685;HERMES
1.99302E+15;30685;27/6/2020;27/6/2020;306;2;SIG;10:18:00 p. m.;10:20:00 p. m.;1;41235.504;3036;30685;HERMES
2.98551E+15;45968;27/6/2020;27/6/2020;106;0;SIG;5:43:00 a. m.;5:43:00 a. m.;1;32972.064;3361.68;45968;MAAT
3.31671E+15;51068;27/6/2020;27/6/2020;403;6;SIG;4:36:00 p. m.;4:42:00 p. m.;1;4480.032;2416.656;51068;PARIS
3.31671E+15;51068;27/6/2020;27/6/2020;403;1;SIG;4:43:00 p. m.;4:44:00 p. m.;1;4480.032;2416.656;51068;PARIS
3.31671E+15;51068;27/6/2020;27/6/2020;403;1;SIG;6:16:00 p. m.;6:17:00 p. m.;1;4480.032;2416.656;51068;PARIS
3.31671E+15;51068;27/6/2020;27/6/2020;403;2;SIG;6:57:00 p. m.;6:59:00 p. m.;1;4480.032;2416.656;51068;PARIS
3.31671E+15;51068;27/6/2020;27/6/2020;403;1;SIG;7:24:00 p. m.;7:25:00 p. m.;1;4480.032;2416.656;51068;PARIS
3.31671E+15;51068;27/6/2020;27/6/2020;403;5;SIG;10:25:00 p. m.;10:30:00 p. m.;1;4480.032;2416.656;51068;PARIS
3.31671E+15;51068;27/6/2020;28/6/2020;403;252;SIG;11:03:00 p. m.;3:15:00 a. m.;1;4480.032;2416.656;51068;PARIS
7.74214E+14;11917;28/6/2020;28/6/2020;307;1;SIG;2:59:00 a. m.;3:00:00 a. m.;1;10300.32;8784.528;11917;ROMA
7.74214E+14;11917;28/6/2020;28/6/2020;307;5;SIG;3:10:00 a. m.;3:15:00 a. m.;1;10300.32;8784.528;11917;ROMA
1.99303E+15;30685;28/6/2020;28/6/2020;106;0;SIG;3:08:00 p. m.;3:08:00 p. m.;1;41235.504;3036;30685;HERMES
7.74225E+14;11917;29/6/2020;29/6/2020;106;0;SIG;10:50:00 a. m.;10:50:00 a. m.;1;10300.32;8784.528;11917;ROMA
1.32622E+15;20417;29/6/2020;29/6/2020;403;0;SIG;2:45:00 p. m.;2:45:00 p. m.;1;3361.68;1756.464;20417;MANCHESTER
1.43773E+15;22134;29/6/2020;29/6/2020;403;0;SIG;2:43:00 p. m.;2:43:00 p. m.;1;14382.912;9055.008;22134;ZORRO
1.43994E+15;22168;29/6/2020;29/6/2020;403;0;SIG;2:45:00 p. m.;2:45:00 p. m.;1;2748.96;1451.76;22168;HERA
1.65853E+15;25534;29/6/2020;29/6/2020;204;0;SIG;2:43:00 p. m.;2:43:00 p. m.;1;18713.904;2734.608;25534;OTTAWA
1.99194E+15;30668;29/6/2020;29/6/2020;403;50;SIG;3:48:00 p. m.;4:38:00 p. m.;1;18497.52;4459.056;30668;FERRARI
1.99194E+15;30668;29/6/2020;29/6/2020;307;5;SIG;7:44:00 p. m.;7:49:00 p. m.;1;18497.52;4459.056;30668;FERRARI
2.43133E+15;37434;29/6/2020;29/6/2020;204;188;SIG;3:10:00 p. m.;6:18:00 p. m.;1;20026.56;47.472;37434;CERDO
2.98554E+15;45968;29/6/2020;29/6/2020;204;19;SIG;3:48:00 p. m.;4:07:00 p. m.;1;32972.064;3361.68;45968;MAAT
3.31674E+15;51068;29/6/2020;29/6/2020;408;0;SIG;10:50:00 a. m.;10:50:00 a. m.;1;4480.032;2416.656;51068;PARIS
1.17356E+14;1802;30/6/2020;30/6/2020;219;11;SIG;11:37:00 a. m.;11:48:00 a. m.;1;4609.2;2104.224;1802;BALDER
1.1846E+14;1819;30/6/2020;30/6/2020;219;11;SIG;11:37:00 a. m.;11:48:00 a. m.;1;6593.088;6060.96;1819;CONEJO
4.43036E+14;6817;30/6/2020;30/6/2020;106;0;SIG;9:13:00 a. m.;9:13:00 a. m.;1;3794.448;2023.632;6817;APOLO
3.10147E+15;47753;30/6/2020;30/6/2020;101;8;SIG;2:32:00 p. m.;2:40:00 p. m.;1;#¡VALOR!;0;47753;TONATIUH
1.32592E+15;20417;1/7/2020;1/7/2020;408;0;SIG;6:40:00 a. m.;6:40:00 a. m.;1;3349.536;1760.88;20417;MANCHESTER
1.99273E+15;30685;1/7/2020;1/7/2020;101;0;SIG;5:09:00 p. m.;5:09:00 p. m.;1;43223.808;3068.016;30685;HERMES
1.15943E+14;1785;2/7/2020;2/7/2020;101;10;SIG;3:03:00 p. m.;3:13:00 p. m.;1;21286.224;6969.552;1785;AVE
4.42727E+14;6817;2/7/2020;2/7/2020;106;0;SIG;4:39:00 p. m.;4:39:00 p. m.;1;3833.088;2018.112;6817;APOLO
4.42727E+14;6817;2/7/2020;2/7/2020;108;33;SIG;6:56:00 p. m.;7:29:00 p. m.;1;3833.088;2018.112;6817;APOLO
1.21773E+15;18751;2/7/2020;2/7/2020;101;102;SIG;2:49:00 p. m.;4:31:00 p. m.;1;8164.08;4228.32;18751;TORTUGA
1.54893E+15;23851;2/7/2020;2/7/2020;402;94;SIG;3:38:00 p. m.;5:12:00 p. m.;1;0;0;23851;DELFIN
1.55004E+15;23868;2/7/2020;2/7/2020;307;110;SIG;3:32:00 p. m.;5:22:00 p. m.;1;29131.248;5345.568;23868;BARCELONA
1.55114E+15;23885;2/7/2020;2/7/2020;402;10;SIG;3:38:00 p. m.;3:48:00 p. m.;1;19747.248;4526.4;23885;ODIN
1.55114E+15;23885;2/7/2020;2/7/2020;402;3;SIG;3:49:00 p. m.;3:52:00 p. m.;1;19747.248;4526.4;23885;ODIN
1.55114E+15;23885;2/7/2020;2/7/2020;402;3;SIG;3:56:00 p. m.;3:59:00 p. m.;1;19747.248;4526.4;23885;ODIN
1.55225E+15;23902;2/7/2020;2/7/2020;402;9;SIG;3:38:00 p. m.;3:47:00 p. m.;1;6603.024;292.56;23902;AMAZONAS
1.55225E+15;23902;2/7/2020;2/7/2020;402;3;SIG;3:49:00 p. m.;3:52:00 p. m.;1;6603.024;292.56;23902;AMAZONAS
