Interrupción;Elemento;Fecha Salida;Fecha Entrada;Causa;Minutos Fuera;Sistema;Hora de Salida;Hora de Entrada;Nivel;Kva;Clientes;Circuito;Nombre Circuito
7.7502E+14;11934;1/12/2016;1/12/2016;106;0;SIG;7:38:00 a. m.;7:38:00 a. m.;1;18522.912;8009.52;11934;TOPO
7.81644E+14;12036;1/12/2016;1/12/2016;106;0;SIG;6:54:00 a. m.;6:54:00 a. m.;1;5867.76;1965.12;12036;GORILA
1.55003E+15;23868;1/12/2016;1/12/2016;106;0;SIG;8:31:00 a. m.;8:31:00 a. m.;1;22396.848;4162.08;23868;BARCELONA
1.55113E+15;23885;1/12/2016;1/12/2016;101;5;SIG;12:20:00 a. m.;12:25:00 a. m.;1;19077.12;5249.52;23885;ODIN
1.13735E+14;1751;2/12/2016;2/12/2016;101;4;SIG;2:12:00 p. m.;2:16:00 p. m.;1;10719.84;7158.336;1751;TOKYO
1.14839E+14;1768;2/12/2016;2/12/2016;101;5;SIG;11:20:00 p. m.;11:25:00 p. m.;1;11649.408;3239.136;1768;CANGURO
3.37847E+14;5202;2/12/2016;2/12/2016;101;4;SIG;12:15:00 p. m.;12:19:00 p. m.;1;23040.48;1342.464;5202;CAIRO
4.43831E+14;6834;2/12/2016;2/12/2016;106;0;SIG;9:00:00 a. m.;9:00:00 a. m.;1;11503.68;8297.664;6834;RA
7.73927E+14;11917;2/12/2016;2/12/2016;106;0;SIG;5:08:00 a. m.;5:08:00 a. m.;1;10372.08;9173.136;11917;ROMA
7.82759E+14;12053;2/12/2016;2/12/2016;101;8;SIG;9:52:00 a. m.;10:00:00 a. m.;1;2058.96;1467.216;12053;TIBURON
1.65713E+15;25517;2/12/2016;2/12/2016;108;11;SIG;9:53:00 a. m.;10:04:00 a. m.;1;33142.08;873.264;25517;RATON
2.21938E+14;3417;3/12/2016;3/12/2016;306;4;SIG;9:40:00 a. m.;9:44:00 a. m.;1;13687.392;1918.752;3417;LOKI
2.21938E+14;3417;3/12/2016;3/12/2016;306;5;SIG;10:27:00 a. m.;10:32:00 a. m.;1;13687.392;1918.752;3417;LOKI
1.14862E+14;1768;4/12/2016;4/12/2016;106;0;SIG;1:34:00 p. m.;1:34:00 p. m.;1;11649.408;3239.136;1768;CANGURO
1.14862E+14;1768;4/12/2016;4/12/2016;106;0;SIG;1:41:00 p. m.;1:41:00 p. m.;1;11649.408;3239.136;1768;CANGURO
1.14862E+14;1768;4/12/2016;4/12/2016;104;99;SIG;1:45:00 p. m.;3:24:00 p. m.;1;11649.408;3239.136;1768;CANGURO
7.7947E+14;12002;4/12/2016;4/12/2016;106;0;SIG;3:18:00 p. m.;3:18:00 p. m.;1;5368.752;3383.76;12002;GATO
1.65715E+15;25517;4/12/2016;4/12/2016;305;37;SIG;6:23:00 p. m.;7:00:00 p. m.;1;33142.08;873.264;25517;RATON
2.98416E+15;45951;4/12/2016;4/12/2016;106;0;SIG;5:49:00 a. m.;5:49:00 a. m.;1;21949.728;3037.104;45951;HADES
1.15977E+14;1785;5/12/2016;5/12/2016;102;47;SIG;7:21:00 a. m.;8:08:00 a. m.;1;19839.984;6651.6;1785;AVE
1.15977E+14;1785;5/12/2016;5/12/2016;102;27;SIG;10:22:00 a. m.;10:49:00 a. m.;1;19839.984;6651.6;1785;AVE
1.15977E+14;1785;5/12/2016;5/12/2016;306;3;SIG;11:21:00 a. m.;11:24:00 a. m.;1;19839.984;6651.6;1785;AVE
2.29689E+14;3536;5/12/2016;5/12/2016;104;68;SIG;2:10:00 p. m.;3:18:00 p. m.;1;24102.528;1689.12;3536;OSO
7.73972E+14;11917;6/12/2016;6/12/2016;106;0;SIG;4:27:00 p. m.;4:27:00 p. m.;1;10372.08;9173.136;11917;ROMA
1.32597E+15;20417;6/12/2016;6/12/2016;102;134;SIG;4:29:00 p. m.;6:43:00 p. m.;1;5784.96;3831.984;20417;MANCHESTER
7.77295E+14;11968;7/12/2016;7/12/2016;106;0;SIG;6:28:00 a. m.;6:28:00 a. m.;1;14899.584;7055.664;11968;PALOMA
1.65829E+15;25534;7/12/2016;7/12/2016;106;0;SIG;5:44:00 a. m.;5:44:00 a. m.;1;18768;2639.664;25534;OTTAWA
3.37914E+14;5202;8/12/2016;8/12/2016;101;8;SIG;9:46:00 p. m.;9:54:00 p. m.;1;23040.48;1342.464;5202;CAIRO
3.37914E+14;5202;8/12/2016;8/12/2016;306;48;SIG;10:00:00 p. m.;10:48:00 p. m.;1;23040.48;1342.464;5202;CAIRO
7.76202E+14;11951;8/12/2016;8/12/2016;106;0;SIG;5:48:00 a. m.;5:48:00 a. m.;1;12135.168;5100.48;11951;VENADO
7.77306E+14;11968;8/12/2016;8/12/2016;106;0;SIG;8:42:00 a. m.;8:42:00 a. m.;1;14899.584;7055.664;11968;PALOMA
3.32405E+14;5117;9/12/2016;9/12/2016;101;5;SIG;6:57:00 a. m.;7:02:00 a. m.;1;46262.016;3262.32;5117;CUPIDO
5.54309E+14;8534;9/12/2016;9/12/2016;305;3;SIG;9:45:00 p. m.;9:48:00 p. m.;1;11097.408;3786.72;8534;CAMALEON
5.56517E+14;8568;9/12/2016;9/12/2016;305;1;SIG;9:36:00 p. m.;9:37:00 p. m.;1;8960.064;2756.688;8568;ZEUS
7.78421E+14;11985;9/12/2016;9/12/2016;305;4;SIG;9:44:00 p. m.;9:48:00 p. m.;1;6253.056;2061.168;11985;MADRID
7.79525E+14;12002;9/12/2016;9/12/2016;305;4;SIG;9:44:00 p. m.;9:48:00 p. m.;1;5368.752;3383.76;12002;GATO
7.80629E+14;12019;9/12/2016;9/12/2016;305;1;SIG;9:36:00 p. m.;9:37:00 p. m.;1;13903.776;2022.528;12019;LEON
7.81733E+14;12036;9/12/2016;9/12/2016;305;2;SIG;9:35:00 p. m.;9:37:00 p. m.;1;5867.76;1965.12;12036;GORILA
1.2156E+15;18717;9/12/2016;9/12/2016;212;24;SIG;6:07:00 p. m.;6:31:00 p. m.;1;24294.624;10219.728;18717;ANACONDA
5.5432E+14;8534;10/12/2016;10/12/2016;305;1;SIG;12:18:00 a. m.;12:19:00 a. m.;1;11097.408;3786.72;8534;CAMALEON
5.56528E+14;8568;10/12/2016;10/12/2016;305;1;SIG;12:24:00 a. m.;12:25:00 a. m.;1;8960.064;2756.688;8568;ZEUS
7.78432E+14;11985;10/12/2016;10/12/2016;305;1;SIG;12:18:00 a. m.;12:19:00 a. m.;1;6253.056;2061.168;11985;MADRID
7.79536E+14;12002;10/12/2016;10/12/2016;305;1;SIG;12:18:00 a. m.;12:19:00 a. m.;1;5368.752;3383.76;12002;GATO
7.8064E+14;12019;10/12/2016;10/12/2016;305;1;SIG;12:24:00 a. m.;12:25:00 a. m.;1;13903.776;2022.528;12019;LEON
7.81744E+14;12036;10/12/2016;10/12/2016;305;1;SIG;12:24:00 a. m.;12:25:00 a. m.;1;5867.76;1965.12;12036;GORILA
7.82848E+14;12053;10/12/2016;10/12/2016;305;1;SIG;12:30:00 a. m.;12:31:00 a. m.;1;2058.96;1467.216;12053;TIBURON
1.10522E+15;17017;10/12/2016;10/12/2016;409;2;SIG;11:02:00 a. m.;11:04:00 a. m.;1;5812.56;340.032;17017;SEUL
1.10632E+15;17034;10/12/2016;10/12/2016;409;3;SIG;11:02:00 a. m.;11:05:00 a. m.;1;12447.6;1829.328;17034;BRUSELAS
1.32602E+15;20417;10/12/2016;10/12/2016;402;1;SIG;6:38:00 a. m.;6:39:00 a. m.;1;5784.96;3831.984;20417;MANCHESTER
1.43752E+15;22134;10/12/2016;10/12/2016;402;18;SIG;6:23:00 a. m.;6:41:00 a. m.;1;13250.208;8480.928;22134;ZORRO
1.54902E+15;23851;10/12/2016;10/12/2016;409;58;SIG;1:16:00 a. m.;2:14:00 a. m.;1;579.6;2.208;23851;DELFIN
1.55013E+15;23868;10/12/2016;10/12/2016;409;58;SIG;1:16:00 a. m.;2:14:00 a. m.;1;22396.848;4162.08;23868;BARCELONA
1.55013E+15;23868;10/12/2016;10/12/2016;106;0;SIG;7:34:00 p. m.;7:34:00 p. m.;1;22396.848;4162.08;23868;BARCELONA
1.55123E+15;23885;10/12/2016;10/12/2016;409;59;SIG;1:16:00 a. m.;2:15:00 a. m.;1;19077.12;5249.52;23885;ODIN
1.55234E+15;23902;10/12/2016;10/12/2016;409;58;SIG;1:16:00 a. m.;2:14:00 a. m.;1;6370.08;281.52;23902;AMAZONAS
1.66274E+15;25602;10/12/2016;10/12/2016;101;4;SIG;11:02:00 a. m.;11:06:00 a. m.;1;22852.8;4718.496;25602;VACA
2.98754E+15;46002;10/12/2016;10/12/2016;101;54;SIG;1:16:00 a. m.;2:10:00 a. m.;1;4589.328;759.552;46002;ATACAMA
4.48347E+14;6902;11/12/2016;11/12/2016;201;115;SIG;1:04:00 p. m.;2:59:00 p. m.;1;8461.056;2585.568;6902;RIGA
8.84427E+14;13617;11/12/2016;11/12/2016;403;8;SIG;1:04:00 p. m.;1:12:00 p. m.;1;13494.192;5007.744;13617;MARIPOSA
8.85531E+14;13634;11/12/2016;11/12/2016;403;9;SIG;1:04:00 p. m.;1:13:00 p. m.;1;13843.056;5515.584;13634;THOR
8.86635E+14;13651;11/12/2016;11/12/2016;403;8;SIG;1:04:00 p. m.;1:12:00 p. m.;1;5579.616;2141.76;13651;SAPO
8.87739E+14;13668;11/12/2016;11/12/2016;403;9;SIG;1:04:00 p. m.;1:13:00 p. m.;1;7350.432;3547.152;13668;HERCULES
7.75142E+14;11934;12/12/2016;12/12/2016;106;0;SIG;10:20:00 a. m.;10:20:00 a. m.;1;18522.912;8009.52;11934;TOPO
2.87605E+15;44285;12/12/2016;12/12/2016;101;5;SIG;7:09:00 a. m.;7:14:00 a. m.;1;12009.312;4366.32;44285;PERRO
1.66277E+15;25602;13/12/2016;13/12/2016;106;0;SIG;7:30:00 a. m.;7:30:00 a. m.;1;22852.8;4718.496;25602;VACA
1.99286E+15;30685;13/12/2016;13/12/2016;106;0;SIG;8:07:00 a. m.;8:07:00 a. m.;1;27619.872;1174.656;30685;HERMES
2.76125E+15;42517;13/12/2016;13/12/2016;305;8;SIG;4:09:00 p. m.;4:17:00 p. m.;1;34150.032;2450.88;42517;ANUBIS
4.49495E+14;6919;15/12/2016;15/12/2016;108;5;SIG;12:58:00 p. m.;1:03:00 p. m.;1;17730.24;7795.344;6919;ATENAS
5.57687E+14;8585;15/12/2016;15/12/2016;305;5;SIG;8:00:00 a. m.;8:05:00 a. m.;1;7114.176;3901.536;8585;BERLIN
1.21567E+15;18717;15/12/2016;15/12/2016;106;0;SIG;6:50:00 a. m.;6:50:00 a. m.;1;24294.624;10219.728;18717;ANACONDA
2.76127E+15;42517;15/12/2016;15/12/2016;102;42;SIG;8:17:00 a. m.;8:59:00 a. m.;1;34150.032;2450.88;42517;ANUBIS
1.43759E+15;22134;16/12/2016;16/12/2016;101;5;SIG;9:19:00 a. m.;9:24:00 a. m.;1;13250.208;8480.928;22134;ZORRO
4.43997E+14;6834;17/12/2016;17/12/2016;106;0;SIG;7:32:00 a. m.;7:32:00 a. m.;1;11503.68;8297.664;6834;RA
1.21569E+15;18717;17/12/2016;17/12/2016;106;0;SIG;4:50:00 p. m.;4:50:00 p. m.;1;24294.624;10219.728;18717;ANACONDA
1.21569E+15;18717;17/12/2016;17/12/2016;110;1;SIG;8:30:00 p. m.;8:31:00 p. m.;1;24294.624;10219.728;18717;ANACONDA
1.99291E+15;30685;17/12/2016;17/12/2016;106;0;SIG;7:10:00 a. m.;7:10:00 a. m.;1;27619.872;1174.656;30685;HERMES
2.7624E+15;42534;17/12/2016;17/12/2016;102;70;SIG;12:36:00 p. m.;1:46:00 p. m.;1;14913.936;2498.352;42534;DANGO
1.21791E+15;18751;18/12/2016;18/12/2016;106;0;SIG;6:15:00 a. m.;6:15:00 a. m.;1;10896.48;5676.768;18751;TORTUGA
1.3261E+15;20417;18/12/2016;18/12/2016;408;0;SIG;11:18:00 p. m.;11:18:00 p. m.;1;5784.96;3831.984;20417;MANCHESTER
1.43982E+15;22168;18/12/2016;18/12/2016;101;5;SIG;8:28:00 a. m.;8:33:00 a. m.;1;2506.08;1380;22168;HERA
2.29843E+14;3536;19/12/2016;19/12/2016;108;49;SIG;1:08:00 p. m.;1:57:00 p. m.;1;24102.528;1689.12;3536;OSO
2.29843E+14;3536;19/12/2016;19/12/2016;306;2;SIG;3:51:00 p. m.;3:53:00 p. m.;1;24102.528;1689.12;3536;OSO
4.42915E+14;6817;19/12/2016;19/12/2016;106;0;SIG;10:45:00 a. m.;10:45:00 a. m.;1;3490.848;1990.512;6817;APOLO
4.47331E+14;6885;19/12/2016;19/12/2016;102;4;SIG;10:23:00 a. m.;10:27:00 a. m.;1;2401.2;1753.152;6885;VIENA
4.47331E+14;6885;19/12/2016;19/12/2016;102;4;SIG;10:17:00 a. m.;10:21:00 a. m.;1;2401.2;1753.152;6885;VIENA
5.54419E+14;8534;19/12/2016;19/12/2016;106;0;SIG;8:14:00 a. m.;8:14:00 a. m.;1;11097.408;3786.72;8534;CAMALEON
7.82947E+14;12053;19/12/2016;19/12/2016;101;5;SIG;12:54:00 p. m.;12:59:00 p. m.;1;2058.96;1467.216;12053;TIBURON
8.85619E+14;13634;19/12/2016;19/12/2016;101;5;SIG;1:27:00 p. m.;1:32:00 p. m.;1;13843.056;5515.584;13634;THOR
1.10532E+15;17017;19/12/2016;19/12/2016;403;6;SIG;3:54:00 p. m.;4:00:00 p. m.;1;5812.56;340.032;17017;SEUL
1.10642E+15;17034;19/12/2016;19/12/2016;403;6;SIG;3:54:00 p. m.;4:00:00 p. m.;1;12447.6;1829.328;17034;BRUSELAS
1.21572E+15;18717;19/12/2016;19/12/2016;106;0;SIG;8:12:00 p. m.;8:12:00 p. m.;1;24294.624;10219.728;18717;ANACONDA
1.55023E+15;23868;19/12/2016;19/12/2016;106;0;SIG;4:33:00 p. m.;4:33:00 p. m.;1;22396.848;4162.08;23868;BARCELONA
1.65732E+15;25517;19/12/2016;19/12/2016;402;9;SIG;3:54:00 p. m.;4:03:00 p. m.;1;33142.08;873.264;25517;RATON
1.65842E+15;25534;19/12/2016;19/12/2016;402;62;SIG;3:54:00 p. m.;4:56:00 p. m.;1;18768;2639.664;25534;OTTAWA
1.65952E+15;25551;19/12/2016;19/12/2016;402;115;SIG;3:54:00 p. m.;5:49:00 p. m.;1;0;0;25551;QUITO
1.66173E+15;25585;19/12/2016;19/12/2016;306;4;SIG;4:49:00 p. m.;4:53:00 p. m.;1;26737.776;15330.144;25585;LONDRES
1.66284E+15;25602;19/12/2016;19/12/2016;403;69;SIG;3:54:00 p. m.;5:03:00 p. m.;1;22852.8;4718.496;25602;VACA
1.66394E+15;25619;19/12/2016;19/12/2016;402;59;SIG;3:54:00 p. m.;4:53:00 p. m.;1;11001.36;462.576;25619;CAMELLO
1.99072E+15;30651;19/12/2016;19/12/2016;402;29;SIG;3:54:00 p. m.;4:23:00 p. m.;1;9152.16;834.624;30651;SUVA
1.99293E+15;30685;19/12/2016;19/12/2016;402;31;SIG;3:54:00 p. m.;4:25:00 p. m.;1;27619.872;1174.656;30685;HERMES
2.98432E+15;45951;19/12/2016;19/12/2016;106;0;SIG;12:46:00 p. m.;12:46:00 p. m.;1;21949.728;3037.104;45951;HADES
2.99095E+15;46053;19/12/2016;19/12/2016;106;0;SIG;11:19:00 a. m.;11:19:00 a. m.;1;67236.912;2998.464;46053;ATENEA
2.99095E+15;46053;19/12/2016;19/12/2016;106;0;SIG;11:22:00 a. m.;11:22:00 a. m.;1;67236.912;2998.464;46053;ATENEA
2.99095E+15;46053;19/12/2016;19/12/2016;106;0;SIG;11:39:00 a. m.;11:39:00 a. m.;1;67236.912;2998.464;46053;ATENEA
2.99095E+15;46053;19/12/2016;19/12/2016;106;0;SIG;1:33:00 p. m.;1:33:00 p. m.;1;67236.912;2998.464;46053;ATENEA
3.09583E+15;47668;19/12/2016;19/12/2016;101;10;SIG;9:03:00 a. m.;9:13:00 a. m.;1;16635.072;1678.08;47668;TORO
3.10024E+15;47736;19/12/2016;19/12/2016;101;5;SIG;10:55:00 a. m.;11:00:00 a. m.;1;12926.736;3105.552;47736;NUTRIA
3.10024E+15;47736;19/12/2016;19/12/2016;101;5;SIG;12:26:00 p. m.;12:31:00 p. m.;1;12926.736;3105.552;47736;NUTRIA
3.10024E+15;47736;19/12/2016;19/12/2016;108;21;SIG;12:41:00 p. m.;1:02:00 p. m.;1;12926.736;3105.552;47736;NUTRIA
7.77438E+14;11968;20/12/2016;20/12/2016;102;0;SIG;9:01:00 a. m.;9:01:00 a. m.;1;14899.584;7055.664;11968;PALOMA
1.21573E+15;18717;20/12/2016;20/12/2016;106;0;SIG;7:14:00 a. m.;7:14:00 a. m.;1;24294.624;10219.728;18717;ANACONDA
4.45145E+14;6851;21/12/2016;21/12/2016;107;6;SIG;8:45:00 a. m.;8:51:00 a. m.;1;16929.84;12284.208;6851;ABEJA
7.78553E+14;11985;21/12/2016;21/12/2016;106;0;SIG;7:02:00 a. m.;7:02:00 a. m.;1;6253.056;2061.168;11985;MADRID
8.84537E+14;13617;21/12/2016;21/12/2016;402;9;SIG;8:45:00 a. m.;8:54:00 a. m.;1;13494.192;5007.744;13617;MARIPOSA
8.85641E+14;13634;21/12/2016;21/12/2016;402;9;SIG;8:45:00 a. m.;8:54:00 a. m.;1;13843.056;5515.584;13634;THOR
8.86745E+14;13651;21/12/2016;21/12/2016;402;9;SIG;8:45:00 a. m.;8:54:00 a. m.;1;5579.616;2141.76;13651;SAPO
8.87849E+14;13668;21/12/2016;21/12/2016;402;9;SIG;8:45:00 a. m.;8:54:00 a. m.;1;7350.432;3547.152;13668;HERCULES
1.21684E+15;18734;21/12/2016;21/12/2016;106;0;SIG;3:21:00 p. m.;3:21:00 p. m.;1;19971.36;10321.296;18734;FREYA
1.18372E+14;1819;22/12/2016;22/12/2016;101;4;SIG;7:27:00 a. m.;7:31:00 a. m.;1;4029.6;4091.424;1819;CONEJO
1.21796E+15;18751;22/12/2016;22/12/2016;106;0;SIG;5:59:00 p. m.;5:59:00 p. m.;1;10896.48;5676.768;18751;TORTUGA
4.45167E+14;6851;23/12/2016;23/12/2016;101;6;SIG;12:50:00 p. m.;12:56:00 p. m.;1;16929.84;12284.208;6851;ABEJA
8.84559E+14;13617;23/12/2016;23/12/2016;409;4;SIG;12:50:00 p. m.;12:54:00 p. m.;1;13494.192;5007.744;13617;MARIPOSA
8.85663E+14;13634;23/12/2016;23/12/2016;409;4;SIG;12:50:00 p. m.;12:54:00 p. m.;1;13843.056;5515.584;13634;THOR
8.86767E+14;13651;23/12/2016;23/12/2016;409;4;SIG;12:50:00 p. m.;12:54:00 p. m.;1;5579.616;2141.76;13651;SAPO
8.87871E+14;13668;23/12/2016;23/12/2016;409;4;SIG;12:50:00 p. m.;12:54:00 p. m.;1;7350.432;3547.152;13668;HERCULES
1.54917E+15;23851;23/12/2016;23/12/2016;409;14;SIG;12:34:00 a. m.;12:48:00 a. m.;1;579.6;2.208;23851;DELFIN
1.55027E+15;23868;23/12/2016;23/12/2016;409;12;SIG;12:34:00 a. m.;12:46:00 a. m.;1;22396.848;4162.08;23868;BARCELONA
1.55138E+15;23885;23/12/2016;23/12/2016;101;12;SIG;12:34:00 a. m.;12:46:00 a. m.;1;19077.12;5249.52;23885;ODIN
1.55138E+15;23885;23/12/2016;23/12/2016;101;5;SIG;11:44:00 p. m.;11:49:00 p. m.;1;19077.12;5249.52;23885;ODIN
1.55248E+15;23902;23/12/2016;23/12/2016;409;12;SIG;12:34:00 a. m.;12:46:00 a. m.;1;6370.08;281.52;23902;AMAZONAS
2.98768E+15;46002;23/12/2016;23/12/2016;101;10;SIG;12:34:00 a. m.;12:44:00 a. m.;1;4589.328;759.552;46002;ATACAMA
4.45178E+14;6851;24/12/2016;24/12/2016;201;21;SIG;6:48:00 a. m.;7:09:00 a. m.;1;16929.84;12284.208;6851;ABEJA
8.8457E+14;13617;24/12/2016;24/12/2016;403;2;SIG;6:48:00 a. m.;6:50:00 a. m.;1;13494.192;5007.744;13617;MARIPOSA
8.85674E+14;13634;24/12/2016;24/12/2016;403;2;SIG;6:48:00 a. m.;6:50:00 a. m.;1;13843.056;5515.584;13634;THOR
8.86778E+14;13651;24/12/2016;24/12/2016;403;2;SIG;6:48:00 a. m.;6:50:00 a. m.;1;5579.616;2141.76;13651;SAPO
8.87882E+14;13668;24/12/2016;24/12/2016;403;2;SIG;6:48:00 a. m.;6:50:00 a. m.;1;7350.432;3547.152;13668;HERCULES
9.96074E+14;15334;24/12/2016;24/12/2016;203;36;SIG;5:21:00 a. m.;5:57:00 a. m.;1;8113.296;283.728;15334;COCODRILO
1.00159E+15;15419;24/12/2016;24/12/2016;106;0;SIG;10:27:00 p. m.;10:27:00 p. m.;1;13395.936;2684.928;15419;MIAMI
1.43767E+15;22134;24/12/2016;24/12/2016;101;4;SIG;7:06:00 a. m.;7:10:00 a. m.;1;13250.208;8480.928;22134;ZORRO
4.45189E+14;6851;25/12/2016;25/12/2016;101;5;SIG;5:55:00 a. m.;6:00:00 a. m.;1;16929.84;12284.208;6851;ABEJA
7.75285E+14;11934;25/12/2016;25/12/2016;106;0;SIG;7:23:00 a. m.;7:23:00 a. m.;1;18522.912;8009.52;11934;TOPO
7.77493E+14;11968;25/12/2016;25/12/2016;102;0;SIG;1:02:00 p. m.;1:02:00 p. m.;1;14899.584;7055.664;11968;PALOMA
7.77493E+14;11968;25/12/2016;25/12/2016;106;0;SIG;1:07:00 p. m.;1:07:00 p. m.;1;14899.584;7055.664;11968;PALOMA
1.993E+15;30685;25/12/2016;25/12/2016;106;0;SIG;6:44:00 a. m.;6:44:00 a. m.;1;27619.872;1174.656;30685;HERMES
1.12896E+14;1734;26/12/2016;26/12/2016;106;0;SIG;10:16:00 a. m.;10:16:00 a. m.;1;4863.12;5313.552;1734;SYR
1.14E+14;1751;26/12/2016;26/12/2016;102;59;SIG;8:59:00 a. m.;9:58:00 a. m.;1;10719.84;7158.336;1751;TOKYO
3.4032E+14;5236;26/12/2016;26/12/2016;101;8;SIG;11:23:00 a. m.;11:31:00 a. m.;1;10984.8;8622.24;5236;SERPIENTE
5.53392E+14;8517;26/12/2016;26/12/2016;201;53;SIG;6:52:00 a. m.;7:45:00 a. m.;1;13851.888;2906.832;8517;BALLENA
7.83024E+14;12053;26/12/2016;26/12/2016;101;4;SIG;8:35:00 a. m.;8:39:00 a. m.;1;2058.96;1467.216;12053;TIBURON
8.868E+14;13651;26/12/2016;26/12/2016;106;0;SIG;5:51:00 a. m.;5:51:00 a. m.;1;5579.616;2141.76;13651;SAPO
1.00162E+15;15419;26/12/2016;26/12/2016;403;2;SIG;7:17:00 a. m.;7:19:00 a. m.;1;13395.936;2684.928;15419;MIAMI
1.5492E+15;23851;26/12/2016;26/12/2016;409;58;SIG;6:13:00 a. m.;7:11:00 a. m.;1;579.6;2.208;23851;DELFIN
1.5503E+15;23868;26/12/2016;26/12/2016;409;26;SIG;6:13:00 a. m.;6:39:00 a. m.;1;22396.848;4162.08;23868;BARCELONA
1.55141E+15;23885;26/12/2016;26/12/2016;409;25;SIG;6:13:00 a. m.;6:38:00 a. m.;1;19077.12;5249.52;23885;ODIN
1.55251E+15;23902;26/12/2016;26/12/2016;409;25;SIG;6:13:00 a. m.;6:38:00 a. m.;1;6370.08;281.52;23902;AMAZONAS
1.66181E+15;25585;26/12/2016;26/12/2016;106;0;SIG;1:01:00 p. m.;1:01:00 p. m.;1;26737.776;15330.144;25585;LONDRES
2.98771E+15;46002;26/12/2016;26/12/2016;101;11;SIG;6:13:00 a. m.;6:24:00 a. m.;1;4589.328;759.552;46002;ATACAMA
1.14011E+14;1751;27/12/2016;27/12/2016;101;5;SIG;10:37:00 a. m.;10:42:00 a. m.;1;10719.84;7158.336;1751;TOKYO
5.53403E+14;8517;27/12/2016;27/12/2016;106;0;SIG;7:06:00 a. m.;7:06:00 a. m.;1;13851.888;2906.832;8517;BALLENA
3.10033E+15;47736;27/12/2016;27/12/2016;101;5;SIG;11:06:00 a. m.;11:11:00 a. m.;1;12926.736;3105.552;47736;NUTRIA
4.45222E+14;6851;28/12/2016;28/12/2016;108;83;SIG;10:07:00 a. m.;11:30:00 a. m.;1;16929.84;12284.208;6851;ABEJA
1.32621E+15;20417;28/12/2016;28/12/2016;408;0;SIG;6:38:00 a. m.;6:38:00 a. m.;1;5784.96;3831.984;20417;MANCHESTER
1.32621E+15;20417;28/12/2016;28/12/2016;408;0;SIG;2:25:00 p. m.;2:25:00 p. m.;1;5784.96;3831.984;20417;MANCHESTER
2.29954E+14;3536;29/12/2016;29/12/2016;106;0;SIG;6:47:00 a. m.;6:47:00 a. m.;1;24102.528;1689.12;3536;OSO
1.54923E+15;23851;29/12/2016;29/12/2016;106;0;SIG;10:29:00 a. m.;10:29:00 a. m.;1;579.6;2.208;23851;DELFIN
1.99194E+15;30668;29/12/2016;29/12/2016;106;0;SIG;3:44:00 p. m.;3:44:00 p. m.;1;12891.408;4046.16;30668;FERRARI
1.99194E+15;30668;29/12/2016;29/12/2016;108;26;SIG;4:01:00 p. m.;4:27:00 p. m.;1;12891.408;4046.16;30668;FERRARI
3.31343E+15;51017;29/12/2016;29/12/2016;106;0;SIG;2:15:00 a. m.;2:15:00 a. m.;1;14652.288;9905.088;51017;NEW YORK
3.31343E+15;51017;29/12/2016;29/12/2016;307;27;SIG;1:32:00 p. m.;1:59:00 p. m.;1;14652.288;9905.088;51017;NEW YORK
1.12941E+14;1734;30/12/2016;30/12/2016;208;84;SIG;10:08:00 a. m.;11:32:00 a. m.;1;4863.12;5313.552;1734;SYR
3.32637E+14;5117;30/12/2016;30/12/2016;101;5;SIG;7:39:00 a. m.;7:44:00 a. m.;1;46262.016;3262.32;5117;CUPIDO
5.56749E+14;8568;30/12/2016;30/12/2016;106;0;SIG;7:53:00 a. m.;7:53:00 a. m.;1;8960.064;2756.688;8568;ZEUS
1.55035E+15;23868;30/12/2016;30/12/2016;203;119;SIG;11:24:00 a. m.;1:23:00 p. m.;1;22396.848;4162.08;23868;BARCELONA
1.55035E+15;23868;30/12/2016;30/12/2016;307;51;SIG;10:51:00 p. m.;11:42:00 p. m.;1;22396.848;4162.08;23868;BARCELONA
2.43134E+15;37434;30/12/2016;30/12/2016;306;5;SIG;12:02:00 a. m.;12:07:00 a. m.;1;55260.72;182.16;37434;CERDO
1.16264E+14;1785;31/12/2016;31/12/2016;101;5;SIG;1:56:00 p. m.;2:01:00 p. m.;1;19839.984;6651.6;1785;AVE
1.65745E+15;25517;31/12/2016;31/12/2016;104;75;SIG;6:34:00 a. m.;7:49:00 a. m.;1;33142.08;873.264;25517;RATON
3.31676E+15;51068;31/12/2016;31/12/2016;105;0;SIG;5:51:00 p. m.;5:51:00 p. m.;1;6213.312;3488.64;51068;PARIS
2.21915E+14;3417;1/1/2017;1/1/2017;106;0;SIG;12:01:00 a. m.;12:01:00 a. m.;1;13687.392;1918.752;3417;LOKI
2.23019E+14;3434;1/1/2017;1/1/2017;101;4;SIG;12:01:00 a. m.;12:05:00 a. m.;1;10693.344;1074.192;3434;KOALA
2.23019E+14;3434;1/1/2017;1/1/2017;101;4;SIG;2:27:00 a. m.;2:31:00 a. m.;1;10693.344;1074.192;3434;KOALA
7.76123E+14;11951;1/1/2017;1/1/2017;106;0;SIG;7:24:00 a. m.;7:24:00 a. m.;1;12135.168;5100.48;11951;VENADO
8.86523E+14;13651;1/1/2017;1/1/2017;106;0;SIG;7:19:00 a. m.;7:19:00 a. m.;1;5579.616;2153.904;13651;SAPO
1.65712E+15;25517;1/1/2017;1/1/2017;106;0;SIG;6:58:00 a. m.;6:58:00 a. m.;1;33140.976;873.264;25517;RATON
